,Time,Value,Series
607,2019-07-15 10:07:00,64.93,predicted
608,2019-07-15 10:08:00,65.65,predicted
609,2019-07-15 10:09:00,62.31,predicted
610,2019-07-15 10:10:00,60.14,predicted
611,2019-07-15 10:11:00,58.5,predicted
612,2019-07-15 10:12:00,61.28,predicted
613,2019-07-15 10:13:00,61.16,predicted
614,2019-07-15 10:14:00,60.07,predicted
615,2019-07-15 10:15:00,60.51,predicted
616,2019-07-15 10:16:00,59.92,predicted
617,2019-07-15 10:17:00,60.44,predicted
618,2019-07-15 10:18:00,61.63,predicted
619,2019-07-15 10:19:00,65.42,predicted
620,2019-07-15 10:20:00,65.18,predicted
621,2019-07-15 10:21:00,65.52,predicted
622,2019-07-15 10:22:00,65.59,predicted
623,2019-07-15 10:23:00,65.68,predicted
624,2019-07-15 10:24:00,66.92,predicted
625,2019-07-15 10:25:00,64.93,predicted
626,2019-07-15 10:26:00,69.46,predicted
627,2019-07-15 10:27:00,67.41,predicted
628,2019-07-15 10:28:00,65.96,predicted
629,2019-07-15 10:29:00,65.1,predicted
630,2019-07-15 10:30:00,67.55,predicted
631,2019-07-15 10:31:00,63.26,predicted
632,2019-07-15 10:32:00,63.26,predicted
633,2019-07-15 10:33:00,63.75,predicted
634,2019-07-15 10:34:00,64.92,predicted
635,2019-07-15 10:35:00,65.14,predicted
636,2019-07-15 10:36:00,64.17,predicted
637,2019-07-15 10:37:00,65.15,predicted
638,2019-07-15 10:38:00,66.12,predicted
639,2019-07-15 10:39:00,63.0,predicted
640,2019-07-15 10:40:00,61.4,predicted
641,2019-07-15 10:41:00,64.16,predicted
642,2019-07-15 10:42:00,64.31,predicted
643,2019-07-15 10:43:00,63.13,predicted
644,2019-07-15 10:44:00,63.95,predicted
645,2019-07-15 10:45:00,72.84,predicted
646,2019-07-15 10:46:00,76.72,predicted
647,2019-07-15 10:47:00,83.83,predicted
648,2019-07-15 10:48:00,92.38,predicted
649,2019-07-15 10:49:00,93.65,predicted
650,2019-07-15 10:50:00,87.01,predicted
651,2019-07-15 10:51:00,89.37,predicted
652,2019-07-15 10:52:00,87.56,predicted
653,2019-07-15 10:53:00,81.7,predicted
654,2019-07-15 10:54:00,80.86,predicted
655,2019-07-15 10:55:00,79.21,predicted
656,2019-07-15 10:56:00,73.52,predicted
657,2019-07-15 10:57:00,67.87,predicted
658,2019-07-15 10:58:00,64.99,predicted
659,2019-07-15 10:59:00,65.99,predicted
660,2019-07-15 11:00:00,64.4,predicted
661,2019-07-15 11:01:00,60.08,predicted
662,2019-07-15 11:02:00,60.03,predicted
663,2019-07-15 11:03:00,62.48,predicted
664,2019-07-15 11:04:00,60.72,predicted
665,2019-07-15 11:05:00,63.02,predicted
666,2019-07-15 11:06:00,68.09,predicted
667,2019-07-15 11:07:00,68.55,predicted
668,2019-07-15 11:08:00,67.86,predicted
669,2019-07-15 11:09:00,66.88,predicted
670,2019-07-15 11:10:00,66.33,predicted
671,2019-07-15 11:11:00,60.08,predicted
672,2019-07-15 11:12:00,59.87,predicted
673,2019-07-15 11:13:00,58.95,predicted
674,2019-07-15 11:14:00,61.1,predicted
675,2019-07-15 11:15:00,59.31,predicted
676,2019-07-15 11:16:00,60.56,predicted
677,2019-07-15 11:17:00,57.37,predicted
678,2019-07-15 11:18:00,58.49,predicted
679,2019-07-15 11:19:00,58.38,predicted
680,2019-07-15 11:20:00,58.89,predicted
681,2019-07-15 11:21:00,61.17,predicted
682,2019-07-15 11:22:00,65.05,predicted
683,2019-07-15 11:23:00,64.45,predicted
684,2019-07-15 11:24:00,60.03,predicted
685,2019-07-15 11:25:00,59.84,predicted
686,2019-07-15 11:26:00,59.27,predicted
687,2019-07-15 11:27:00,56.02,predicted
688,2019-07-15 11:28:00,54.83,predicted
689,2019-07-15 11:29:00,59.04,predicted
690,2019-07-15 11:30:00,60.13,predicted
691,2019-07-15 11:31:00,62.83,predicted
692,2019-07-15 11:32:00,63.46,predicted
693,2019-07-15 11:33:00,64.17,predicted
694,2019-07-15 11:34:00,62.53,predicted
695,2019-07-15 11:35:00,64.32,predicted
696,2019-07-15 11:36:00,62.46,predicted
697,2019-07-15 11:37:00,62.98,predicted
698,2019-07-15 11:38:00,62.72,predicted
699,2019-07-15 11:39:00,64.84,predicted
700,2019-07-15 11:40:00,63.71,predicted
701,2019-07-15 11:41:00,65.19,predicted
702,2019-07-15 11:42:00,65.44,predicted
703,2019-07-15 11:43:00,68.62,predicted
704,2019-07-15 11:44:00,67.03,predicted
705,2019-07-15 11:45:00,66.28,predicted
706,2019-07-15 11:46:00,63.0,predicted
707,2019-07-15 11:47:00,62.77,predicted
708,2019-07-15 11:48:00,61.09,predicted
709,2019-07-15 11:49:00,59.23,predicted
710,2019-07-15 11:50:00,59.12,predicted
711,2019-07-15 11:51:00,61.03,predicted
712,2019-07-15 11:52:00,60.08,predicted
713,2019-07-15 11:53:00,56.05,predicted
714,2019-07-15 11:54:00,58.93,predicted
715,2019-07-15 11:55:00,60.24,predicted
716,2019-07-15 11:56:00,59.85,predicted
717,2019-07-15 11:57:00,62.38,predicted
718,2019-07-15 11:58:00,64.43,predicted
719,2019-07-15 11:59:00,62.31,predicted
720,2019-07-15 12:00:00,61.02,predicted
721,2019-07-15 12:01:00,60.68,predicted
722,2019-07-15 12:02:00,59.53,predicted
723,2019-07-15 12:03:00,59.42,predicted
724,2019-07-15 12:04:00,61.25,predicted
725,2019-07-15 12:05:00,60.34,predicted
726,2019-07-15 12:06:00,64.75,predicted
727,2019-07-15 12:07:00,64.16,predicted
728,2019-07-15 12:08:00,65.43,predicted
729,2019-07-15 12:09:00,65.13,predicted
730,2019-07-15 12:10:00,66.66,predicted
731,2019-07-15 12:11:00,64.6,predicted
732,2019-07-15 12:12:00,65.44,predicted
733,2019-07-15 12:13:00,66.58,predicted
734,2019-07-15 12:14:00,63.95,predicted
735,2019-07-15 12:15:00,64.5,predicted
736,2019-07-15 12:16:00,62.15,predicted
737,2019-07-15 12:17:00,61.93,predicted
738,2019-07-15 12:18:00,60.58,predicted
739,2019-07-15 12:19:00,62.32,predicted
740,2019-07-15 12:20:00,62.71,predicted
741,2019-07-15 12:21:00,65.37,predicted
742,2019-07-15 12:22:00,67.97,predicted
743,2019-07-15 12:23:00,65.68,predicted
744,2019-07-15 12:24:00,64.58,predicted
745,2019-07-15 12:25:00,63.96,predicted
746,2019-07-15 12:26:00,58.21,predicted
747,2019-07-15 12:27:00,56.62,predicted
748,2019-07-15 12:28:00,59.3,predicted
749,2019-07-15 12:29:00,64.84,predicted
750,2019-07-15 12:30:00,64.48,predicted
751,2019-07-15 12:31:00,69.18,predicted
752,2019-07-15 12:32:00,65.92,predicted
753,2019-07-15 12:33:00,66.93,predicted
754,2019-07-15 12:34:00,63.41,predicted
755,2019-07-15 12:35:00,59.18,predicted
756,2019-07-15 12:36:00,58.3,predicted
757,2019-07-15 12:37:00,61.1,predicted
758,2019-07-15 12:38:00,58.16,predicted
759,2019-07-15 12:39:00,56.2,predicted
760,2019-07-15 12:40:00,59.22,predicted
761,2019-07-15 12:41:00,61.07,predicted
762,2019-07-15 12:42:00,60.77,predicted
763,2019-07-15 12:43:00,62.36,predicted
764,2019-07-15 12:44:00,65.81,predicted
765,2019-07-15 12:45:00,67.65,predicted
766,2019-07-15 12:46:00,68.25,predicted
767,2019-07-15 12:47:00,68.97,predicted
768,2019-07-15 12:48:00,67.92,predicted
769,2019-07-15 12:49:00,67.7,predicted
770,2019-07-15 12:50:00,68.13,predicted
771,2019-07-15 12:51:00,66.67,predicted
772,2019-07-15 12:52:00,69.68,predicted
773,2019-07-15 12:53:00,70.18,predicted
774,2019-07-15 12:54:00,66.95,predicted
775,2019-07-15 12:55:00,66.35,predicted
776,2019-07-15 12:56:00,65.53,predicted
777,2019-07-15 12:57:00,62.52,predicted
778,2019-07-15 12:58:00,63.79,predicted
779,2019-07-15 12:59:00,69.36,predicted
780,2019-07-15 13:00:00,69.92,predicted
781,2019-07-15 13:01:00,73.44,predicted
782,2019-07-15 13:02:00,71.31,predicted
783,2019-07-15 13:03:00,73.42,predicted
784,2019-07-15 13:04:00,70.51,predicted
785,2019-07-15 13:05:00,68.52,predicted
786,2019-07-15 13:06:00,64.76,predicted
787,2019-07-15 13:07:00,70.2,predicted
788,2019-07-15 13:08:00,66.19,predicted
789,2019-07-15 13:09:00,67.85,predicted
790,2019-07-15 13:10:00,69.84,predicted
791,2019-07-15 13:11:00,69.67,predicted
792,2019-07-15 13:12:00,67.9,predicted
793,2019-07-15 13:13:00,71.01,predicted
794,2019-07-15 13:14:00,68.43,predicted
795,2019-07-15 13:15:00,68.55,predicted
796,2019-07-15 13:16:00,69.54,predicted
797,2019-07-15 13:17:00,68.6,predicted
798,2019-07-15 13:18:00,65.85,predicted
799,2019-07-15 13:19:00,66.15,predicted
800,2019-07-15 13:20:00,64.87,predicted
801,2019-07-15 13:21:00,64.68,predicted
802,2019-07-15 13:22:00,64.43,predicted
803,2019-07-15 13:23:00,64.62,predicted
804,2019-07-15 13:24:00,64.36,predicted
805,2019-07-15 13:25:00,61.33,predicted
806,2019-07-15 13:26:00,59.23,predicted
807,2019-07-15 13:27:00,57.28,predicted
808,2019-07-15 13:28:00,56.31,predicted
809,2019-07-15 13:29:00,57.41,predicted
810,2019-07-15 13:30:00,58.67,predicted
811,2019-07-15 13:31:00,59.99,predicted
812,2019-07-15 13:32:00,62.55,predicted
813,2019-07-15 13:33:00,65.75,predicted
814,2019-07-15 13:34:00,64.34,predicted
815,2019-07-15 13:35:00,67.0,predicted
816,2019-07-15 13:36:00,68.78,predicted
817,2019-07-15 13:37:00,68.14,predicted
818,2019-07-15 13:38:00,65.39,predicted
819,2019-07-15 13:39:00,65.54,predicted
820,2019-07-15 13:40:00,65.9,predicted
821,2019-07-15 13:41:00,61.9,predicted
822,2019-07-15 13:42:00,61.44,predicted
823,2019-07-15 13:43:00,63.96,predicted
824,2019-07-15 13:44:00,64.11,predicted
825,2019-07-15 13:45:00,63.53,predicted
826,2019-07-15 13:46:00,64.18,predicted
827,2019-07-15 13:47:00,62.72,predicted
828,2019-07-15 13:48:00,62.21,predicted
829,2019-07-15 13:49:00,60.41,predicted
830,2019-07-15 13:50:00,61.55,predicted
831,2019-07-15 13:51:00,63.04,predicted
832,2019-07-15 13:52:00,62.72,predicted
833,2019-07-15 13:53:00,64.13,predicted
834,2019-07-15 13:54:00,64.38,predicted
835,2019-07-15 13:55:00,63.03,predicted
836,2019-07-15 13:56:00,66.65,predicted
837,2019-07-15 13:57:00,66.56,predicted
838,2019-07-15 13:58:00,64.56,predicted
839,2019-07-15 13:59:00,66.64,predicted
840,2019-07-15 14:00:00,66.28,predicted
841,2019-07-15 14:01:00,60.02,predicted
842,2019-07-15 14:02:00,62.84,predicted
843,2019-07-15 14:03:00,62.19,predicted
844,2019-07-15 14:04:00,61.3,predicted
845,2019-07-15 14:05:00,61.89,predicted
846,2019-07-15 14:06:00,63.19,predicted
847,2019-07-15 14:07:00,62.56,predicted
848,2019-07-15 14:08:00,63.9,predicted
849,2019-07-15 14:09:00,63.35,predicted
850,2019-07-15 14:10:00,60.79,predicted
851,2019-07-15 14:11:00,61.92,predicted
852,2019-07-15 14:12:00,60.83,predicted
853,2019-07-15 14:13:00,57.27,predicted
854,2019-07-15 14:14:00,57.23,predicted
855,2019-07-15 14:15:00,56.24,predicted
856,2019-07-15 14:16:00,56.07,predicted
857,2019-07-15 14:17:00,55.03,predicted
858,2019-07-15 14:18:00,59.38,predicted
859,2019-07-15 14:19:00,58.58,predicted
860,2019-07-15 14:20:00,58.75,predicted
861,2019-07-15 14:21:00,57.47,predicted
862,2019-07-15 14:22:00,60.01,predicted
863,2019-07-15 14:23:00,59.31,predicted
864,2019-07-15 14:24:00,59.92,predicted
865,2019-07-15 14:25:00,61.69,predicted
866,2019-07-15 14:26:00,62.77,predicted
867,2019-07-15 14:27:00,65.59,predicted
868,2019-07-15 14:28:00,62.64,predicted
869,2019-07-15 14:29:00,61.99,predicted
870,2019-07-15 14:30:00,61.96,predicted
871,2019-07-15 14:31:00,64.46,predicted
872,2019-07-15 14:32:00,59.11,predicted
873,2019-07-15 14:33:00,60.68,predicted
874,2019-07-15 14:34:00,60.69,predicted
875,2019-07-15 14:35:00,61.95,predicted
876,2019-07-15 14:36:00,59.48,predicted
877,2019-07-15 14:37:00,63.43,predicted
878,2019-07-15 14:38:00,64.29,predicted
879,2019-07-15 14:39:00,66.13,predicted
880,2019-07-15 14:40:00,62.04,predicted
881,2019-07-15 14:41:00,60.63,predicted
882,2019-07-15 14:42:00,60.06,predicted
883,2019-07-15 14:43:00,57.75,predicted
884,2019-07-15 14:44:00,57.27,predicted
885,2019-07-15 14:45:00,57.32,predicted
886,2019-07-15 14:46:00,56.89,predicted
887,2019-07-15 14:47:00,56.08,predicted
888,2019-07-15 14:48:00,56.96,predicted
889,2019-07-15 14:49:00,54.8,predicted
890,2019-07-15 14:50:00,56.61,predicted
891,2019-07-15 14:51:00,58.1,predicted
892,2019-07-15 14:52:00,57.7,predicted
893,2019-07-15 14:53:00,58.87,predicted
894,2019-07-15 14:54:00,60.55,predicted
895,2019-07-15 14:55:00,63.7,predicted
896,2019-07-15 14:56:00,67.69,predicted
897,2019-07-15 14:57:00,68.1,predicted
898,2019-07-15 14:58:00,69.85,predicted
899,2019-07-15 14:59:00,68.95,predicted
900,2019-07-15 15:00:00,66.6,predicted
901,2019-07-15 15:01:00,64.72,predicted
902,2019-07-15 15:02:00,64.74,predicted
903,2019-07-15 15:03:00,66.18,predicted
904,2019-07-15 15:04:00,69.01,predicted
905,2019-07-15 15:05:00,71.6,predicted
906,2019-07-15 15:06:00,70.16,predicted
907,2019-07-15 15:07:00,71.27,predicted
908,2019-07-15 15:08:00,67.36,predicted
909,2019-07-15 15:09:00,67.91,predicted
910,2019-07-15 15:10:00,66.61,predicted
911,2019-07-15 15:11:00,69.23,predicted
912,2019-07-15 15:12:00,67.52,predicted
913,2019-07-15 15:13:00,68.98,predicted
914,2019-07-15 15:14:00,68.62,predicted
915,2019-07-15 15:15:00,67.45,predicted
916,2019-07-15 15:16:00,66.97,predicted
917,2019-07-15 15:17:00,68.02,predicted
918,2019-07-15 15:18:00,66.52,predicted
919,2019-07-15 15:19:00,66.72,predicted
920,2019-07-15 15:20:00,67.59,predicted
921,2019-07-15 15:21:00,68.66,predicted
922,2019-07-15 15:22:00,70.6,predicted
923,2019-07-15 15:23:00,73.68,predicted
924,2019-07-15 15:24:00,73.04,predicted
925,2019-07-15 15:25:00,74.38,predicted
926,2019-07-15 15:26:00,71.67,predicted
927,2019-07-15 15:27:00,70.07,predicted
928,2019-07-15 15:28:00,70.26,predicted
929,2019-07-15 15:29:00,68.13,predicted
930,2019-07-15 15:30:00,67.03,predicted
931,2019-07-15 15:31:00,69.6,predicted
932,2019-07-15 15:32:00,67.18,predicted
933,2019-07-15 15:33:00,67.26,predicted
934,2019-07-15 15:34:00,68.6,predicted
935,2019-07-15 15:35:00,70.13,predicted
936,2019-07-15 15:36:00,67.24,predicted
937,2019-07-15 15:37:00,69.49,predicted
938,2019-07-15 15:38:00,68.15,predicted
939,2019-07-15 15:39:00,67.34,predicted
940,2019-07-15 15:40:00,67.16,predicted
941,2019-07-15 15:41:00,67.37,predicted
942,2019-07-15 15:42:00,68.51,predicted
943,2019-07-15 15:43:00,67.71,predicted
944,2019-07-15 15:44:00,68.65,predicted
945,2019-07-15 15:45:00,67.09,predicted
946,2019-07-15 15:46:00,67.91,predicted
947,2019-07-15 15:47:00,65.57,predicted
948,2019-07-15 15:48:00,64.52,predicted
949,2019-07-15 15:49:00,66.85,predicted
950,2019-07-15 15:50:00,67.76,predicted
951,2019-07-15 15:51:00,63.45,predicted
952,2019-07-15 15:52:00,65.05,predicted
953,2019-07-15 15:53:00,66.22,predicted
954,2019-07-15 15:54:00,65.1,predicted
955,2019-07-15 15:55:00,63.26,predicted
956,2019-07-15 15:56:00,68.82,predicted
957,2019-07-15 15:57:00,68.65,predicted
958,2019-07-15 15:58:00,69.72,predicted
959,2019-07-15 15:59:00,71.05,predicted
960,2019-07-15 16:00:00,72.38,predicted
961,2019-07-15 16:01:00,71.94,predicted
962,2019-07-15 16:02:00,69.47,predicted
963,2019-07-15 16:03:00,69.78,predicted
964,2019-07-15 16:04:00,65.67,predicted
965,2019-07-15 16:05:00,64.53,predicted
966,2019-07-15 16:06:00,63.99,predicted
967,2019-07-15 16:07:00,65.35,predicted
968,2019-07-15 16:08:00,64.09,predicted
969,2019-07-15 16:09:00,63.79,predicted
970,2019-07-15 16:10:00,67.51,predicted
971,2019-07-15 16:11:00,67.34,predicted
972,2019-07-15 16:12:00,67.09,predicted
973,2019-07-15 16:13:00,67.81,predicted
974,2019-07-15 16:14:00,72.24,predicted
975,2019-07-15 16:15:00,68.37,predicted
976,2019-07-15 16:16:00,68.91,predicted
977,2019-07-15 16:17:00,69.08,predicted
978,2019-07-15 16:18:00,68.43,predicted
979,2019-07-15 16:19:00,66.92,predicted
980,2019-07-15 16:20:00,67.48,predicted
981,2019-07-15 16:21:00,66.5,predicted
982,2019-07-15 16:22:00,64.63,predicted
983,2019-07-15 16:23:00,62.68,predicted
984,2019-07-15 16:24:00,63.66,predicted
985,2019-07-15 16:25:00,66.14,predicted
986,2019-07-15 16:26:00,67.44,predicted
987,2019-07-15 16:27:00,72.26,predicted
988,2019-07-15 16:28:00,73.83,predicted
989,2019-07-15 16:29:00,71.14,predicted
990,2019-07-15 16:30:00,70.46,predicted
991,2019-07-15 16:31:00,72.25,predicted
992,2019-07-15 16:32:00,70.72,predicted
993,2019-07-15 16:33:00,69.73,predicted
994,2019-07-15 16:34:00,71.88,predicted
995,2019-07-15 16:35:00,70.82,predicted
996,2019-07-15 16:36:00,69.9,predicted
997,2019-07-15 16:37:00,66.63,predicted
998,2019-07-15 16:38:00,67.3,predicted
999,2019-07-15 16:39:00,66.27,predicted
1000,2019-07-15 16:40:00,66.53,predicted
1001,2019-07-15 16:41:00,68.87,predicted
1002,2019-07-15 16:42:00,69.54,predicted
1003,2019-07-15 16:43:00,68.43,predicted
1004,2019-07-15 16:44:00,72.11,predicted
1005,2019-07-15 16:45:00,71.06,predicted
1006,2019-07-15 16:46:00,67.71,predicted
1007,2019-07-15 16:47:00,69.95,predicted
1008,2019-07-15 16:48:00,71.77,predicted
1009,2019-07-15 16:49:00,67.66,predicted
1010,2019-07-15 16:50:00,69.84,predicted
1011,2019-07-15 16:51:00,67.7,predicted
1012,2019-07-15 16:52:00,68.71,predicted
1013,2019-07-15 16:53:00,64.9,predicted
1014,2019-07-15 16:54:00,68.72,predicted
1015,2019-07-15 16:55:00,68.29,predicted
1016,2019-07-15 16:56:00,69.9,predicted
1017,2019-07-15 16:57:00,66.22,predicted
1018,2019-07-15 16:58:00,72.67,predicted
1019,2019-07-15 16:59:00,70.22,predicted
1020,2019-07-15 17:00:00,71.01,predicted
1021,2019-07-15 17:01:00,70.75,predicted
1022,2019-07-15 17:02:00,72.69,predicted
1023,2019-07-15 17:03:00,69.84,predicted
1024,2019-07-15 17:04:00,71.8,predicted
1025,2019-07-15 17:05:00,69.88,predicted
1026,2019-07-15 17:06:00,67.78,predicted
1027,2019-07-15 17:07:00,65.91,predicted
1028,2019-07-15 17:08:00,65.91,predicted
1029,2019-07-15 17:09:00,64.2,predicted
1030,2019-07-15 17:10:00,64.35,predicted
1031,2019-07-15 17:11:00,69.02,predicted
1032,2019-07-15 17:12:00,71.72,predicted
1033,2019-07-15 17:13:00,74.27,predicted
1034,2019-07-15 17:14:00,75.75,predicted
1035,2019-07-15 17:15:00,74.35,predicted
1036,2019-07-15 17:16:00,74.16,predicted
1037,2019-07-15 17:17:00,74.89,predicted
1038,2019-07-15 17:18:00,73.1,predicted
1039,2019-07-15 17:19:00,72.33,predicted
1040,2019-07-15 17:20:00,73.97,predicted
1041,2019-07-15 17:21:00,72.8,predicted
1042,2019-07-15 17:22:00,73.22,predicted
1043,2019-07-15 17:23:00,71.47,predicted
1044,2019-07-15 17:24:00,73.05,predicted
1045,2019-07-15 17:25:00,73.68,predicted
1046,2019-07-15 17:26:00,74.32,predicted
1047,2019-07-15 17:27:00,72.54,predicted
1048,2019-07-15 17:28:00,75.2,predicted
1049,2019-07-15 17:29:00,74.25,predicted
1050,2019-07-15 17:30:00,73.2,predicted
1051,2019-07-15 17:31:00,73.61,predicted
1052,2019-07-15 17:32:00,74.86,predicted
1053,2019-07-15 17:33:00,74.67,predicted
1054,2019-07-15 17:34:00,75.23,predicted
1055,2019-07-15 17:35:00,73.12,predicted
1056,2019-07-15 17:36:00,73.89,predicted
1057,2019-07-15 17:37:00,71.57,predicted
1058,2019-07-15 17:38:00,72.61,predicted
1059,2019-07-15 17:39:00,71.52,predicted
1060,2019-07-15 17:40:00,74.51,predicted
1061,2019-07-15 17:41:00,75.68,predicted
1062,2019-07-15 17:42:00,78.48,predicted
1063,2019-07-15 17:43:00,79.18,predicted
1064,2019-07-15 17:44:00,77.88,predicted
1065,2019-07-15 17:45:00,75.44,predicted
1066,2019-07-15 17:46:00,75.23,predicted
1067,2019-07-15 17:47:00,74.92,predicted
1068,2019-07-15 17:48:00,73.85,predicted
1069,2019-07-15 17:49:00,72.3,predicted
1070,2019-07-15 17:50:00,78.71,predicted
1071,2019-07-15 17:51:00,77.98,predicted
1072,2019-07-15 17:52:00,80.51,predicted
1073,2019-07-15 17:53:00,81.67,predicted
1074,2019-07-15 17:54:00,86.31,predicted
1075,2019-07-15 17:55:00,86.77,predicted
1076,2019-07-15 17:56:00,86.27,predicted
1077,2019-07-15 17:57:00,84.63,predicted
1078,2019-07-15 17:58:00,87.4,predicted
1079,2019-07-15 17:59:00,89.31,predicted
1080,2019-07-15 18:00:00,89.15,predicted
1081,2019-07-15 18:01:00,88.24,predicted
1082,2019-07-15 18:02:00,86.84,predicted
1083,2019-07-15 18:03:00,83.82,predicted
1084,2019-07-15 18:04:00,80.74,predicted
1085,2019-07-15 18:05:00,77.71,predicted
1086,2019-07-15 18:06:00,79.25,predicted
1087,2019-07-15 18:07:00,84.31,predicted
1088,2019-07-15 18:08:00,84.95,predicted
1089,2019-07-15 18:09:00,86.01,predicted
1090,2019-07-15 18:10:00,89.49,predicted
1091,2019-07-15 18:11:00,86.21,predicted
1092,2019-07-15 18:12:00,84.53,predicted
1093,2019-07-15 18:13:00,84.23,predicted
1094,2019-07-15 18:14:00,81.21,predicted
1095,2019-07-15 18:15:00,79.6,predicted
1096,2019-07-15 18:16:00,82.12,predicted
1097,2019-07-15 18:17:00,80.89,predicted
1098,2019-07-15 18:18:00,77.21,predicted
1099,2019-07-15 18:19:00,81.91,predicted
1100,2019-07-15 18:20:00,81.4,predicted
1101,2019-07-15 18:21:00,80.22,predicted
1102,2019-07-15 18:22:00,77.67,predicted
1103,2019-07-15 18:23:00,80.59,predicted
1104,2019-07-15 18:24:00,81.78,predicted
1105,2019-07-15 18:25:00,79.9,predicted
1106,2019-07-15 18:26:00,79.19,predicted
1107,2019-07-15 18:27:00,80.56,predicted
1108,2019-07-15 18:28:00,79.13,predicted
1109,2019-07-15 18:29:00,80.84,predicted
1110,2019-07-15 18:30:00,84.38,predicted
1111,2019-07-15 18:31:00,86.93,predicted
1112,2019-07-15 18:32:00,92.25,predicted
1113,2019-07-15 18:33:00,96.92,predicted
1114,2019-07-15 18:34:00,92.16,predicted
1115,2019-07-15 18:35:00,93.77,predicted
1116,2019-07-15 18:36:00,94.83,predicted
1117,2019-07-15 18:37:00,92.66,predicted
1118,2019-07-15 18:38:00,92.36,predicted
1119,2019-07-15 18:39:00,94.24,predicted
1120,2019-07-15 18:40:00,92.88,predicted
1121,2019-07-15 18:41:00,92.37,predicted
1122,2019-07-15 18:42:00,90.47,predicted
1123,2019-07-15 18:43:00,87.59,predicted
1124,2019-07-15 18:44:00,84.54,predicted
1125,2019-07-15 18:45:00,82.16,predicted
1126,2019-07-15 18:46:00,85.95,predicted
1127,2019-07-15 18:47:00,89.36,predicted
1128,2019-07-15 18:48:00,93.38,predicted
1129,2019-07-15 18:49:00,95.72,predicted
1130,2019-07-15 18:50:00,98.11,predicted
1131,2019-07-15 18:51:00,93.7,predicted
1132,2019-07-15 18:52:00,88.99,predicted
1133,2019-07-15 18:53:00,88.7,predicted
1134,2019-07-15 18:54:00,89.37,predicted
1135,2019-07-15 18:55:00,87.82,predicted
1136,2019-07-15 18:56:00,87.11,predicted
1137,2019-07-15 18:57:00,90.12,predicted
1138,2019-07-15 18:58:00,87.26,predicted
1139,2019-07-15 18:59:00,87.52,predicted
1140,2019-07-15 19:00:00,88.04,predicted
1141,2019-07-15 19:01:00,89.32,predicted
1142,2019-07-15 19:02:00,88.54,predicted
1143,2019-07-15 19:03:00,90.64,predicted
1144,2019-07-15 19:04:00,90.71,predicted
1145,2019-07-15 19:05:00,89.97,predicted
1146,2019-07-15 19:06:00,95.53,predicted
1147,2019-07-15 19:07:00,99.59,predicted
1148,2019-07-15 19:08:00,99.07,predicted
1149,2019-07-15 19:09:00,97.73,predicted
1150,2019-07-15 19:10:00,101.14,predicted
1151,2019-07-15 19:11:00,95.66,predicted
1152,2019-07-15 19:12:00,93.53,predicted
1153,2019-07-15 19:13:00,92.63,predicted
1154,2019-07-15 19:14:00,92.76,predicted
1155,2019-07-15 19:15:00,89.07,predicted
1156,2019-07-15 19:16:00,92.85,predicted
1157,2019-07-15 19:17:00,92.53,predicted
1158,2019-07-15 19:18:00,91.2,predicted
1159,2019-07-15 19:19:00,88.94,predicted
1160,2019-07-15 19:20:00,90.88,predicted
1161,2019-07-15 19:21:00,86.47,predicted
1162,2019-07-15 19:22:00,84.01,predicted
1163,2019-07-15 19:23:00,85.45,predicted
1164,2019-07-15 19:24:00,85.48,predicted
1165,2019-07-15 19:25:00,88.21,predicted
1166,2019-07-15 19:26:00,91.63,predicted
1167,2019-07-15 19:27:00,92.17,predicted
1168,2019-07-15 19:28:00,95.49,predicted
1169,2019-07-15 19:29:00,101.09,predicted
1170,2019-07-15 19:30:00,99.98,predicted
1171,2019-07-15 19:31:00,98.79,predicted
1172,2019-07-15 19:32:00,99.13,predicted
1173,2019-07-15 19:33:00,97.91,predicted
1174,2019-07-15 19:34:00,94.67,predicted
1175,2019-07-15 19:35:00,96.7,predicted
1176,2019-07-15 19:36:00,96.43,predicted
1177,2019-07-15 19:37:00,97.4,predicted
1178,2019-07-15 19:38:00,95.97,predicted
1179,2019-07-15 19:39:00,93.83,predicted
1180,2019-07-15 19:40:00,91.21,predicted
1181,2019-07-15 19:41:00,94.85,predicted
1182,2019-07-15 19:42:00,96.44,predicted
1183,2019-07-15 19:43:00,99.58,predicted
1184,2019-07-15 19:44:00,105.12,predicted
1185,2019-07-15 19:45:00,104.8,predicted
1186,2019-07-15 19:46:00,98.85,predicted
1187,2019-07-15 19:47:00,93.02,predicted
1188,2019-07-15 19:48:00,88.46,predicted
1189,2019-07-15 19:49:00,85.89,predicted
1190,2019-07-15 19:50:00,86.89,predicted
1191,2019-07-15 19:51:00,87.81,predicted
1192,2019-07-15 19:52:00,91.36,predicted
1193,2019-07-15 19:53:00,94.23,predicted
1194,2019-07-15 19:54:00,97.42,predicted
1195,2019-07-15 19:55:00,98.3,predicted
1196,2019-07-15 19:56:00,100.69,predicted
1197,2019-07-15 19:57:00,102.66,predicted
1198,2019-07-15 19:58:00,98.3,predicted
1199,2019-07-15 19:59:00,98.57,predicted
1200,2019-07-15 20:00:00,96.38,predicted
1201,2019-07-15 20:01:00,96.61,predicted
1202,2019-07-15 20:02:00,94.13,predicted
1203,2019-07-15 20:03:00,95.03,predicted
1204,2019-07-15 20:04:00,93.94,predicted
1205,2019-07-15 20:05:00,92.8,predicted
