Series;Time;Value
1w;2019-05-28T21:56:00+05:30;62.2
1w;2019-05-28T21:57:00+05:30;63
1w;2019-05-28T21:58:00+05:30;63.6
1w;2019-05-28T21:59:00+05:30;63.2
1w;2019-05-28T22:00:00+05:30;66.4
1w;2019-05-28T22:01:00+05:30;63
1w;2019-05-28T22:02:00+05:30;58.2
1w;2019-05-28T22:03:00+05:30;56.4
1w;2019-05-28T22:04:00+05:30;58.8
1w;2019-05-28T22:05:00+05:30;60
1w;2019-05-28T22:06:00+05:30;62
1w;2019-05-28T22:07:00+05:30;69.4
1w;2019-05-28T22:08:00+05:30;65.8
1w;2019-05-28T22:09:00+05:30;62.2
1w;2019-05-28T22:10:00+05:30;62
1w;2019-05-28T22:11:00+05:30;64.2
1w;2019-05-28T22:12:00+05:30;63.6
1w;2019-05-28T22:13:00+05:30;67.4
1w;2019-05-28T22:14:00+05:30;72.8
1w;2019-05-28T22:15:00+05:30;75.6
1w;2019-05-28T22:16:00+05:30;72.6
1w;2019-05-28T22:17:00+05:30;69.6
1w;2019-05-28T22:18:00+05:30;70
1w;2019-05-28T22:19:00+05:30;64.6
1w;2019-05-28T22:20:00+05:30;60.6
1w;2019-05-28T22:21:00+05:30;61.8
1w;2019-05-28T22:22:00+05:30;65.8
1w;2019-05-28T22:23:00+05:30;65.8
1w;2019-05-28T22:24:00+05:30;68.4
1w;2019-05-28T22:25:00+05:30;71.6
1w;2019-05-28T22:26:00+05:30;74
1w;2019-05-28T22:27:00+05:30;71.6
1w;2019-05-28T22:28:00+05:30;68.8
1w;2019-05-28T22:29:00+05:30;69.4
1w;2019-05-28T22:30:00+05:30;68.4
1w;2019-05-28T22:31:00+05:30;65.4
1w;2019-05-28T22:32:00+05:30;65.2
1w;2019-05-28T22:33:00+05:30;67
1w;2019-05-28T22:34:00+05:30;65.8
1w;2019-05-28T22:35:00+05:30;64
1w;2019-05-28T22:36:00+05:30;67.6
1w;2019-05-28T22:37:00+05:30;68.2
1w;2019-05-28T22:38:00+05:30;68.2
1w;2019-05-28T22:39:00+05:30;65.6
1w;2019-05-28T22:40:00+05:30;67
1w;2019-05-28T22:41:00+05:30;68.8
1w;2019-05-28T22:42:00+05:30;67
1w;2019-05-28T22:43:00+05:30;66.6
1w;2019-05-28T22:44:00+05:30;68
1w;2019-05-28T22:45:00+05:30;66.2
1w;2019-05-28T22:46:00+05:30;65
1w;2019-05-28T22:47:00+05:30;67.6
1w;2019-05-28T22:48:00+05:30;70.2
1w;2019-05-28T22:49:00+05:30;72.8
1w;2019-05-28T22:50:00+05:30;75.6
1w;2019-05-28T22:51:00+05:30;75.4
1w;2019-05-28T22:52:00+05:30;73.6
1w;2019-05-28T22:53:00+05:30;72.4
1w;2019-05-28T22:54:00+05:30;71.8
1w;2019-05-28T22:55:00+05:30;73.4
1w;2019-05-28T22:56:00+05:30;72.2
1w;2019-05-28T22:57:00+05:30;72
1w;2019-05-28T22:58:00+05:30;70
1w;2019-05-28T22:59:00+05:30;74.8
1w;2019-05-28T23:00:00+05:30;68.8
1w;2019-05-28T23:01:00+05:30;71.6
1w;2019-05-28T23:02:00+05:30;71.4
1w;2019-05-28T23:03:00+05:30;75.8
1w;2019-05-28T23:04:00+05:30;74.6
1w;2019-05-28T23:05:00+05:30;78.4
1w;2019-05-28T23:06:00+05:30;76
1w;2019-05-28T23:07:00+05:30;77.4
1w;2019-05-28T23:08:00+05:30;76
1w;2019-05-28T23:09:00+05:30;73.2
1w;2019-05-28T23:10:00+05:30;72.2
1w;2019-05-28T23:11:00+05:30;72.2
1w;2019-05-28T23:12:00+05:30;73.2
1w;2019-05-28T23:13:00+05:30;73.8
1w;2019-05-28T23:14:00+05:30;72.2
1w;2019-05-28T23:15:00+05:30;74
1w;2019-05-28T23:16:00+05:30;72.4
1w;2019-05-28T23:17:00+05:30;70.8
1w;2019-05-28T23:18:00+05:30;67.4
1w;2019-05-28T23:19:00+05:30;73.4
1w;2019-05-28T23:20:00+05:30;72.2
1w;2019-05-28T23:21:00+05:30;77.2
1w;2019-05-28T23:22:00+05:30;76.2
1w;2019-05-28T23:23:00+05:30;78.4
1w;2019-05-28T23:24:00+05:30;75.6
1w;2019-05-28T23:25:00+05:30;79.8
1w;2019-05-28T23:26:00+05:30;77
1w;2019-05-28T23:27:00+05:30;80.2
1w;2019-05-28T23:28:00+05:30;81.2
1w;2019-05-28T23:29:00+05:30;79.4
1w;2019-05-28T23:30:00+05:30;77.2
1w;2019-05-28T23:31:00+05:30;80.4
1w;2019-05-28T23:32:00+05:30;82
1w;2019-05-28T23:33:00+05:30;84
1w;2019-05-28T23:34:00+05:30;86
1w;2019-05-28T23:35:00+05:30;86.8
1w;2019-05-28T23:36:00+05:30;85.8
1w;2019-05-28T23:37:00+05:30;83.4
1w;2019-05-28T23:38:00+05:30;83.6
1w;2019-05-28T23:39:00+05:30;80.6
1w;2019-05-28T23:40:00+05:30;79.4
1w;2019-05-28T23:41:00+05:30;79
1w;2019-05-28T23:42:00+05:30;77
1w;2019-05-28T23:43:00+05:30;78
1w;2019-05-28T23:44:00+05:30;78.6
1w;2019-05-28T23:45:00+05:30;79.6
1w;2019-05-28T23:46:00+05:30;78.6
1w;2019-05-28T23:47:00+05:30;81
1w;2019-05-28T23:48:00+05:30;76.4
1w;2019-05-28T23:49:00+05:30;81.2
1w;2019-05-28T23:50:00+05:30;80.8
1w;2019-05-28T23:51:00+05:30;81
1w;2019-05-28T23:52:00+05:30;81.8
1w;2019-05-28T23:53:00+05:30;81.8
1w;2019-05-28T23:54:00+05:30;82
1w;2019-05-28T23:55:00+05:30;81.2
1w;2019-05-28T23:56:00+05:30;81.8
1w;2019-05-28T23:57:00+05:30;79.8
1w;2019-05-28T23:58:00+05:30;82.2
1w;2019-05-28T23:59:00+05:30;81
1w;2019-05-29T00:00:00+05:30;83
1w;2019-05-29T00:01:00+05:30;79.6
1w;2019-05-29T00:02:00+05:30;83.8
1w;2019-05-29T00:03:00+05:30;83
1w;2019-05-29T00:04:00+05:30;84.6
1w;2019-05-29T00:05:00+05:30;83.2
1w;2019-05-29T00:06:00+05:30;89.6
1w;2019-05-29T00:07:00+05:30;88.6
1w;2019-05-29T00:08:00+05:30;88
1w;2019-05-29T00:09:00+05:30;85.8
1w;2019-05-29T00:10:00+05:30;86
1w;2019-05-29T00:11:00+05:30;81.8
1w;2019-05-29T00:12:00+05:30;79.6
1w;2019-05-29T00:13:00+05:30;85.4
1w;2019-05-29T00:14:00+05:30;83.4
1w;2019-05-29T00:15:00+05:30;84.8
1w;2019-05-29T00:16:00+05:30;88.4
1w;2019-05-29T00:17:00+05:30;91.4
1w;2019-05-29T00:18:00+05:30;87.4
1w;2019-05-29T00:19:00+05:30;87.2
1w;2019-05-29T00:20:00+05:30;87
1w;2019-05-29T00:21:00+05:30;84.6
1w;2019-05-29T00:22:00+05:30;82.2
1w;2019-05-29T00:23:00+05:30;84.4
1w;2019-05-29T00:24:00+05:30;88
1w;2019-05-29T00:25:00+05:30;88.2
1w;2019-05-29T00:26:00+05:30;89.8
1w;2019-05-29T00:27:00+05:30;90.8
1w;2019-05-29T00:28:00+05:30;92.2
1w;2019-05-29T00:29:00+05:30;92.8
1w;2019-05-29T00:30:00+05:30;94.8
1w;2019-05-29T00:31:00+05:30;96.6
1w;2019-05-29T00:32:00+05:30;99
1w;2019-05-29T00:33:00+05:30;95.2
1w;2019-05-29T00:34:00+05:30;95.4
1w;2019-05-29T00:35:00+05:30;93.2
1w;2019-05-29T00:36:00+05:30;91.2
1w;2019-05-29T00:37:00+05:30;90.2
1w;2019-05-29T00:38:00+05:30;89.4
1w;2019-05-29T00:39:00+05:30;90.6
1w;2019-05-29T00:40:00+05:30;91
1w;2019-05-29T00:41:00+05:30;91.6
1w;2019-05-29T00:42:00+05:30;87
1w;2019-05-29T00:43:00+05:30;87
1w;2019-05-29T00:44:00+05:30;81.8
1w;2019-05-29T00:45:00+05:30;82.4
1w;2019-05-29T00:46:00+05:30;82.4
1w;2019-05-29T00:47:00+05:30;87.8
1w;2019-05-29T00:48:00+05:30;89.2
1w;2019-05-29T00:49:00+05:30;90.4
1w;2019-05-29T00:50:00+05:30;84
1w;2019-05-29T00:51:00+05:30;83.6
1w;2019-05-29T00:52:00+05:30;82.2
1w;2019-05-29T00:53:00+05:30;82.6
1w;2019-05-29T00:54:00+05:30;83.6
1w;2019-05-29T00:55:00+05:30;88.4
1w;2019-05-29T00:56:00+05:30;89.6
1w;2019-05-29T00:57:00+05:30;95
1w;2019-05-29T00:58:00+05:30;98.2
1w;2019-05-29T00:59:00+05:30;106.4
1w;2019-05-29T01:00:00+05:30;108.6
1w;2019-05-29T01:01:00+05:30;107.6
1w;2019-05-29T01:02:00+05:30;104.4
1w;2019-05-29T01:03:00+05:30;103.8
1w;2019-05-29T01:04:00+05:30;99
1w;2019-05-29T01:05:00+05:30;100.4
1w;2019-05-29T01:06:00+05:30;103.8
1w;2019-05-29T01:07:00+05:30;101
1w;2019-05-29T01:08:00+05:30;101
1w;2019-05-29T01:09:00+05:30;98.8
1w;2019-05-29T01:10:00+05:30;95.6
1w;2019-05-29T01:11:00+05:30;90.2
1w;2019-05-29T01:12:00+05:30;91.2
1w;2019-05-29T01:13:00+05:30;89.6
1w;2019-05-29T01:14:00+05:30;91.4
1w;2019-05-29T01:15:00+05:30;92.4
1w;2019-05-29T01:16:00+05:30;95
1w;2019-05-29T01:17:00+05:30;95.2
1w;2019-05-29T01:18:00+05:30;93.6
1w;2019-05-29T01:19:00+05:30;93.4
1w;2019-05-29T01:20:00+05:30;95
1w;2019-05-29T01:21:00+05:30;96
1w;2019-05-29T01:22:00+05:30;96
1w;2019-05-29T01:23:00+05:30;99.6
1w;2019-05-29T01:24:00+05:30;97.6
1w;2019-05-29T01:25:00+05:30;94.4
1w;2019-05-29T01:26:00+05:30;92.8
1w;2019-05-29T01:27:00+05:30;92.6
1w;2019-05-29T01:28:00+05:30;91.2
1w;2019-05-29T01:29:00+05:30;92.4
1w;2019-05-29T01:30:00+05:30;95
1w;2019-05-29T01:31:00+05:30;96.2
1w;2019-05-29T01:32:00+05:30;97.8
1w;2019-05-29T01:33:00+05:30;97.2
1w;2019-05-29T01:34:00+05:30;95.4
1w;2019-05-29T01:35:00+05:30;94
1w;2019-05-29T01:36:00+05:30;93
1w;2019-05-29T01:37:00+05:30;91.2
1w;2019-05-29T01:38:00+05:30;91.8
1w;2019-05-29T01:39:00+05:30;92
1w;2019-05-29T01:40:00+05:30;93.8
1w;2019-05-29T01:41:00+05:30;92.2
1w;2019-05-29T01:42:00+05:30;93.8
1w;2019-05-29T01:43:00+05:30;97.2
1w;2019-05-29T01:44:00+05:30;92.8
1w;2019-05-29T01:45:00+05:30;92.2
1w;2019-05-29T01:46:00+05:30;92.6
1w;2019-05-29T01:47:00+05:30;95
1w;2019-05-29T01:48:00+05:30;93.8
1w;2019-05-29T01:49:00+05:30;99.6
1w;2019-05-29T01:50:00+05:30;98.6
1w;2019-05-29T01:51:00+05:30;102.4
1w;2019-05-29T01:52:00+05:30;98
1w;2019-05-29T01:53:00+05:30;98
1w;2019-05-29T01:54:00+05:30;96
1w;2019-05-29T01:55:00+05:30;96.4
1w;2019-05-29T01:56:00+05:30;94.6
1w;2019-05-29T01:57:00+05:30;95.4
1w;2019-05-29T01:58:00+05:30;93.6
1w;2019-05-29T01:59:00+05:30;94.6
1w;2019-05-29T02:00:00+05:30;91.8
1w;2019-05-29T02:01:00+05:30;86.6
1w;2019-05-29T02:02:00+05:30;87.2
1w;2019-05-29T02:03:00+05:30;87.6
1w;2019-05-29T02:04:00+05:30;86.4
1w;2019-05-29T02:05:00+05:30;89
1w;2019-05-29T02:06:00+05:30;92.6
1w;2019-05-29T02:07:00+05:30;92.8
1w;2019-05-29T02:08:00+05:30;89.8
1w;2019-05-29T02:09:00+05:30;90.4
1w;2019-05-29T02:10:00+05:30;89.6
1w;2019-05-29T02:11:00+05:30;88.8
1w;2019-05-29T02:12:00+05:30;87.8
1w;2019-05-29T02:13:00+05:30;88.4
1w;2019-05-29T02:14:00+05:30;86.8
1w;2019-05-29T02:15:00+05:30;87.4
1w;2019-05-29T02:16:00+05:30;86.6
1w;2019-05-29T02:17:00+05:30;88.6
1w;2019-05-29T02:18:00+05:30;87.8
1w;2019-05-29T02:19:00+05:30;89.2
1w;2019-05-29T02:20:00+05:30;84.6
1w;2019-05-29T02:21:00+05:30;86.2
1w;2019-05-29T02:22:00+05:30;84.2
1w;2019-05-29T02:23:00+05:30;84.4
1w;2019-05-29T02:24:00+05:30;85.6
1w;2019-05-29T02:25:00+05:30;88
1w;2019-05-29T02:26:00+05:30;86.4
1w;2019-05-29T02:27:00+05:30;84.4
1w;2019-05-29T02:28:00+05:30;81
1w;2019-05-29T02:29:00+05:30;77
1w;2019-05-29T02:30:00+05:30;76.8
1w;2019-05-29T02:31:00+05:30;74.8
1w;2019-05-29T02:32:00+05:30;74
1w;2019-05-29T02:33:00+05:30;77.8
1w;2019-05-29T02:34:00+05:30;76.4
1w;2019-05-29T02:35:00+05:30;74.6
1w;2019-05-29T02:36:00+05:30;78
1w;2019-05-29T02:37:00+05:30;76.8
1w;2019-05-29T02:38:00+05:30;77
1w;2019-05-29T02:39:00+05:30;76.6
1w;2019-05-29T02:40:00+05:30;77.6
1w;2019-05-29T02:41:00+05:30;72.6
1w;2019-05-29T02:42:00+05:30;74.2
1w;2019-05-29T02:43:00+05:30;73.4
1w;2019-05-29T02:44:00+05:30;75.2
1w;2019-05-29T02:45:00+05:30;76.2
1w;2019-05-29T02:46:00+05:30;80.6
1w;2019-05-29T02:47:00+05:30;79.8
1w;2019-05-29T02:48:00+05:30;77.2
1w;2019-05-29T02:49:00+05:30;79
1w;2019-05-29T02:50:00+05:30;79.8
1w;2019-05-29T02:51:00+05:30;79.6
1w;2019-05-29T02:52:00+05:30;78.8
1w;2019-05-29T02:53:00+05:30;79.2
1w;2019-05-29T02:54:00+05:30;76.2
1w;2019-05-29T02:55:00+05:30;74
1w;2019-05-29T02:56:00+05:30;75
1w;2019-05-29T02:57:00+05:30;74.6
1w;2019-05-29T02:58:00+05:30;72.8
1w;2019-05-29T02:59:00+05:30;72
1w;2019-05-29T03:00:00+05:30;72.4
1w;2019-05-29T03:01:00+05:30;68
1w;2019-05-29T03:02:00+05:30;66.8
1w;2019-05-29T03:03:00+05:30;66
1w;2019-05-29T03:04:00+05:30;67.6
1w;2019-05-29T03:05:00+05:30;64.2
1w;2019-05-29T03:06:00+05:30;67.4
1w;2019-05-29T03:07:00+05:30;68.2
1w;2019-05-29T03:08:00+05:30;68.8
1w;2019-05-29T03:09:00+05:30;67
1w;2019-05-29T03:10:00+05:30;68.6
1w;2019-05-29T03:11:00+05:30;64
1w;2019-05-29T03:12:00+05:30;64.6
1w;2019-05-29T03:13:00+05:30;66.2
1w;2019-05-29T03:14:00+05:30;65.4
1w;2019-05-29T03:15:00+05:30;63.6
1w;2019-05-29T03:16:00+05:30;64.8
1w;2019-05-29T03:17:00+05:30;62.8
1w;2019-05-29T03:18:00+05:30;60.4
1w;2019-05-29T03:19:00+05:30;59.4
1w;2019-05-29T03:20:00+05:30;58.6
1w;2019-05-29T03:21:00+05:30;56.4
1w;2019-05-29T03:22:00+05:30;55
1w;2019-05-29T03:23:00+05:30;54.2
1w;2019-05-29T03:24:00+05:30;56.2
1w;2019-05-29T03:25:00+05:30;58.4
1w;2019-05-29T03:26:00+05:30;58
1w;2019-05-29T03:27:00+05:30;56.2
1w;2019-05-29T03:28:00+05:30;55.8
1w;2019-05-29T03:29:00+05:30;56
1w;2019-05-29T03:30:00+05:30;52.6
1w;2019-05-29T03:31:00+05:30;53
1w;2019-05-29T03:32:00+05:30;54.2
1w;2019-05-29T03:33:00+05:30;53.8
1w;2019-05-29T03:34:00+05:30;50
1w;2019-05-29T03:35:00+05:30;50.2
1w;2019-05-29T03:36:00+05:30;49
1w;2019-05-29T03:37:00+05:30;46.6
1w;2019-05-29T03:38:00+05:30;49
1w;2019-05-29T03:39:00+05:30;49.2
1w;2019-05-29T03:40:00+05:30;49.6
1w;2019-05-29T03:41:00+05:30;50.8
1w;2019-05-29T03:42:00+05:30;52.2
1w;2019-05-29T03:43:00+05:30;49
1w;2019-05-29T03:44:00+05:30;48
1w;2019-05-29T03:45:00+05:30;48.6
1w;2019-05-29T03:46:00+05:30;46.6
1w;2019-05-29T03:47:00+05:30;47
1w;2019-05-29T03:48:00+05:30;47.4
1w;2019-05-29T03:49:00+05:30;45.8
1w;2019-05-29T03:50:00+05:30;44.6
1w;2019-05-29T03:51:00+05:30;43
1w;2019-05-29T03:52:00+05:30;42.6
1w;2019-05-29T03:53:00+05:30;41.2
1w;2019-05-29T03:54:00+05:30;41.2
1w;2019-05-29T03:55:00+05:30;39.6
1w;2019-05-29T03:56:00+05:30;41.6
1w;2019-05-29T03:57:00+05:30;40.4
1w;2019-05-29T03:58:00+05:30;41.4
1w;2019-05-29T03:59:00+05:30;44.8
1w;2019-05-29T04:00:00+05:30;45.6
1w;2019-05-29T04:01:00+05:30;44.2
1w;2019-05-29T04:02:00+05:30;43.4
1w;2019-05-29T04:03:00+05:30;40.6
1w;2019-05-29T04:04:00+05:30;36.8
1w;2019-05-29T04:05:00+05:30;37
1w;2019-05-29T04:06:00+05:30;34.4
1w;2019-05-29T04:07:00+05:30;33.6
1w;2019-05-29T04:08:00+05:30;36.2
1w;2019-05-29T04:09:00+05:30;39
1w;2019-05-29T04:10:00+05:30;37
1w;2019-05-29T04:11:00+05:30;39.4
1w;2019-05-29T04:12:00+05:30;39.4
1w;2019-05-29T04:13:00+05:30;36.6
1w;2019-05-29T04:14:00+05:30;34.2
1w;2019-05-29T04:15:00+05:30;36.2
1w;2019-05-29T04:16:00+05:30;35.8
1w;2019-05-29T04:17:00+05:30;39.8
1w;2019-05-29T04:18:00+05:30;41.2
1w;2019-05-29T04:19:00+05:30;42.8
1w;2019-05-29T04:20:00+05:30;43.2
1w;2019-05-29T04:21:00+05:30;42.4
1w;2019-05-29T04:22:00+05:30;37.6
1w;2019-05-29T04:23:00+05:30;38.8
1w;2019-05-29T04:24:00+05:30;37.8
1w;2019-05-29T04:25:00+05:30;35.4
1w;2019-05-29T04:26:00+05:30;39.4
1w;2019-05-29T04:27:00+05:30;43.2
1w;2019-05-29T04:28:00+05:30;42
1w;2019-05-29T04:29:00+05:30;43.4
1w;2019-05-29T04:30:00+05:30;38.8
1w;2019-05-29T04:31:00+05:30;30.2
1w;2019-05-29T04:32:00+05:30;24
1w;2019-05-29T04:33:00+05:30;20.4
1w;2019-05-29T04:34:00+05:30;14.6
1w;2019-05-29T04:35:00+05:30;15.2
1w;2019-05-29T04:36:00+05:30;15.8
1w;2019-05-29T04:37:00+05:30;15.8
1w;2019-05-29T04:38:00+05:30;15.2
1w;2019-05-29T04:39:00+05:30;14.8
1w;2019-05-29T04:40:00+05:30;13.2
1w;2019-05-29T04:41:00+05:30;11.8
1w;2019-05-29T04:42:00+05:30;10.8
1w;2019-05-29T04:43:00+05:30;8.2
1w;2019-05-29T04:44:00+05:30;7.8
1w;2019-05-29T04:45:00+05:30;8.4
1w;2019-05-29T04:46:00+05:30;9
1w;2019-05-29T04:47:00+05:30;6.8
1w;2019-05-29T04:48:00+05:30;7.6
1w;2019-05-29T04:49:00+05:30;6.8
1w;2019-05-29T04:50:00+05:30;6.8
1w;2019-05-29T04:51:00+05:30;6.8
1w;2019-05-29T04:52:00+05:30;8
1w;2019-05-29T04:53:00+05:30;7.6
1w;2019-05-29T04:54:00+05:30;9.2
1w;2019-05-29T04:55:00+05:30;8.4
1w;2019-05-29T04:56:00+05:30;8
1w;2019-05-29T04:57:00+05:30;8
1w;2019-05-29T04:58:00+05:30;8.2
1w;2019-05-29T04:59:00+05:30;7
1w;2019-05-29T05:00:00+05:30;7.8
1w;2019-05-29T05:01:00+05:30;7.6
1w;2019-05-29T05:02:00+05:30;7.2
1w;2019-05-29T05:03:00+05:30;6.4
1w;2019-05-29T05:04:00+05:30;5.8
1w;2019-05-29T05:05:00+05:30;5.8
1w;2019-05-29T05:06:00+05:30;6.2
1w;2019-05-29T05:07:00+05:30;6
1w;2019-05-29T05:08:00+05:30;6.6
1w;2019-05-29T05:09:00+05:30;6.8
1w;2019-05-29T05:10:00+05:30;5.4
1w;2019-05-29T05:11:00+05:30;5.4
1w;2019-05-29T05:12:00+05:30;5.6
1w;2019-05-29T05:13:00+05:30;5
1w;2019-05-29T05:14:00+05:30;5
1w;2019-05-29T05:15:00+05:30;6.8
1w;2019-05-29T05:16:00+05:30;6.2
1w;2019-05-29T05:17:00+05:30;5.4
1w;2019-05-29T05:18:00+05:30;6
1w;2019-05-29T05:19:00+05:30;6.6
1w;2019-05-29T05:20:00+05:30;5.8
1w;2019-05-29T05:21:00+05:30;5.6
1w;2019-05-29T05:22:00+05:30;7
1w;2019-05-29T05:23:00+05:30;7.2
1w;2019-05-29T05:24:00+05:30;6.4
1w;2019-05-29T05:25:00+05:30;6
1w;2019-05-29T05:26:00+05:30;6
1w;2019-05-29T05:27:00+05:30;5.8
1w;2019-05-29T05:28:00+05:30;5
1w;2019-05-29T05:29:00+05:30;4.4
1w;2019-05-29T05:30:00+05:30;4.2
1w;2019-05-29T05:31:00+05:30;4.2
1w;2019-05-29T05:32:00+05:30;4
1w;2019-05-29T05:33:00+05:30;4.2
1w;2019-05-29T05:34:00+05:30;4.4
1w;2019-05-29T05:35:00+05:30;21.4
1w;2019-05-29T05:36:00+05:30;39.8
1w;2019-05-29T05:37:00+05:30;57.6
1w;2019-05-29T05:38:00+05:30;77.2
1w;2019-05-29T05:39:00+05:30;95.4
1w;2019-05-29T05:40:00+05:30;97
1w;2019-05-29T05:41:00+05:30;98.8
1w;2019-05-29T05:42:00+05:30;98.4
1w;2019-05-29T05:43:00+05:30;97.4
1w;2019-05-29T05:44:00+05:30;97.2
1w;2019-05-29T05:45:00+05:30;96.4
1w;2019-05-29T05:46:00+05:30;96
1w;2019-05-29T05:47:00+05:30;96.8
1w;2019-05-29T05:48:00+05:30;93
1w;2019-05-29T05:49:00+05:30;75.4
1w;2019-05-29T05:50:00+05:30;58
1w;2019-05-29T05:51:00+05:30;38.4
1w;2019-05-29T05:52:00+05:30;19.8
1w;2019-05-29T05:53:00+05:30;5.8
1w;2019-05-29T05:54:00+05:30;5.6
1w;2019-05-29T05:55:00+05:30;5
1w;2019-05-29T05:56:00+05:30;4.8
1w;2019-05-29T05:57:00+05:30;5.8
1w;2019-05-29T05:58:00+05:30;4.8
1w;2019-05-29T05:59:00+05:30;4.6
1w;2019-05-29T06:00:00+05:30;4.6
1w;2019-05-29T06:01:00+05:30;4.6
1w;2019-05-29T06:02:00+05:30;2.8
1w;2019-05-29T06:03:00+05:30;3
1w;2019-05-29T06:04:00+05:30;3.2
1w;2019-05-29T06:05:00+05:30;4.4
1w;2019-05-29T06:06:00+05:30;5
1w;2019-05-29T06:07:00+05:30;5.6
1w;2019-05-29T06:08:00+05:30;5.8
1w;2019-05-29T06:09:00+05:30;6.4
1w;2019-05-29T06:10:00+05:30;5.8
1w;2019-05-29T06:11:00+05:30;4.8
1w;2019-05-29T06:12:00+05:30;5.2
1w;2019-05-29T06:13:00+05:30;5.2
1w;2019-05-29T06:14:00+05:30;4
1w;2019-05-29T06:15:00+05:30;3.2
1w;2019-05-29T06:16:00+05:30;2.8
1w;2019-05-29T06:17:00+05:30;2.8
1w;2019-05-29T06:18:00+05:30;2.2
1w;2019-05-29T06:19:00+05:30;2.8
1w;2019-05-29T06:20:00+05:30;3.4
1w;2019-05-29T06:21:00+05:30;3.8
1w;2019-05-29T06:22:00+05:30;3.2
1w;2019-05-29T06:23:00+05:30;3.4
1w;2019-05-29T06:24:00+05:30;3.6
1w;2019-05-29T06:25:00+05:30;3.6
1w;2019-05-29T06:26:00+05:30;3.6
1w;2019-05-29T06:27:00+05:30;3.8
1w;2019-05-29T06:28:00+05:30;4
1w;2019-05-29T06:29:00+05:30;3
1w;2019-05-29T06:30:00+05:30;2.2
1w;2019-05-29T06:31:00+05:30;2.8
1w;2019-05-29T06:32:00+05:30;2.8
1w;2019-05-29T06:33:00+05:30;2.4
1w;2019-05-29T06:34:00+05:30;3.8
1w;2019-05-29T06:35:00+05:30;3.8
1w;2019-05-29T06:36:00+05:30;3.4
1w;2019-05-29T06:37:00+05:30;3.6
1w;2019-05-29T06:38:00+05:30;4
1w;2019-05-29T06:39:00+05:30;3.4
1w;2019-05-29T06:40:00+05:30;3.6
1w;2019-05-29T06:41:00+05:30;3
1w;2019-05-29T06:42:00+05:30;2.6
1w;2019-05-29T06:43:00+05:30;2
1w;2019-05-29T06:44:00+05:30;1.6
1w;2019-05-29T06:45:00+05:30;1.8
1w;2019-05-29T06:46:00+05:30;2.2
1w;2019-05-29T06:47:00+05:30;2
1w;2019-05-29T06:48:00+05:30;2
1w;2019-05-29T06:49:00+05:30;2.2
1w;2019-05-29T06:50:00+05:30;2
1w;2019-05-29T06:51:00+05:30;2.4
1w;2019-05-29T06:52:00+05:30;2.6
1w;2019-05-29T06:53:00+05:30;3
1w;2019-05-29T06:54:00+05:30;3
1w;2019-05-29T06:55:00+05:30;3
1w;2019-05-29T06:56:00+05:30;2.2
1w;2019-05-29T06:57:00+05:30;2.2
1w;2019-05-29T06:58:00+05:30;2
1w;2019-05-29T06:59:00+05:30;2
1w;2019-05-29T07:00:00+05:30;2.2
1w;2019-05-29T07:01:00+05:30;2.6
1w;2019-05-29T07:02:00+05:30;2.6
1w;2019-05-29T07:03:00+05:30;2.6
1w;2019-05-29T07:04:00+05:30;2.4
1w;2019-05-29T07:05:00+05:30;2
1w;2019-05-29T07:06:00+05:30;2.2
1w;2019-05-29T07:07:00+05:30;2.2
1w;2019-05-29T07:08:00+05:30;2.6
1w;2019-05-29T07:09:00+05:30;2.4
1w;2019-05-29T07:10:00+05:30;2.4
1w;2019-05-29T07:11:00+05:30;2.6
1w;2019-05-29T07:12:00+05:30;2.6
1w;2019-05-29T07:13:00+05:30;2
1w;2019-05-29T07:14:00+05:30;2.2
1w;2019-05-29T07:15:00+05:30;2.6
1w;2019-05-29T07:16:00+05:30;2.8
1w;2019-05-29T07:17:00+05:30;2.4
1w;2019-05-29T07:18:00+05:30;2.6
1w;2019-05-29T07:19:00+05:30;3
1w;2019-05-29T07:20:00+05:30;3.2
1w;2019-05-29T07:21:00+05:30;3
1w;2019-05-29T07:22:00+05:30;3.6
1w;2019-05-29T07:23:00+05:30;4
1w;2019-05-29T07:24:00+05:30;3.8
1w;2019-05-29T07:25:00+05:30;3
1w;2019-05-29T07:26:00+05:30;2.4
1w;2019-05-29T07:27:00+05:30;2.8
1w;2019-05-29T07:28:00+05:30;2.4
1w;2019-05-29T07:29:00+05:30;2.2
1w;2019-05-29T07:30:00+05:30;3
1w;2019-05-29T07:31:00+05:30;3
1w;2019-05-29T07:32:00+05:30;2.2
1w;2019-05-29T07:33:00+05:30;2.2
1w;2019-05-29T07:34:00+05:30;2
1w;2019-05-29T07:35:00+05:30;1.6
1w;2019-05-29T07:36:00+05:30;2
1w;2019-05-29T07:37:00+05:30;2
1w;2019-05-29T07:38:00+05:30;2.2
1w;2019-05-29T07:39:00+05:30;2.4
1w;2019-05-29T07:40:00+05:30;2.2
1w;2019-05-29T07:41:00+05:30;2
1w;2019-05-29T07:42:00+05:30;2
1w;2019-05-29T07:43:00+05:30;1.75
1w;2019-05-29T07:44:00+05:30;1.75
1w;2019-05-29T07:45:00+05:30;2.75
1w;2019-05-29T07:46:00+05:30;2.8
1w;2019-05-29T07:47:00+05:30;3.4
1w;2019-05-29T07:48:00+05:30;3.2
1w;2019-05-29T07:49:00+05:30;3.2
