Series;Time;Value
current;2019-05-26T11:53:00+05:30;10.2
current;2019-05-26T11:54:00+05:30;10.4
current;2019-05-26T11:55:00+05:30;9.2
current;2019-05-26T11:56:00+05:30;8.6
current;2019-05-26T11:57:00+05:30;8.8
current;2019-05-26T11:58:00+05:30;9.6
current;2019-05-26T11:59:00+05:30;8.2
current;2019-05-26T12:00:00+05:30;9
current;2019-05-26T12:01:00+05:30;10.2
current;2019-05-26T12:02:00+05:30;9.4
current;2019-05-26T12:03:00+05:30;9
current;2019-05-26T12:04:00+05:30;9.8
current;2019-05-26T12:05:00+05:30;9
current;2019-05-26T12:06:00+05:30;8
current;2019-05-26T12:07:00+05:30;8.2
current;2019-05-26T12:08:00+05:30;9.2
current;2019-05-26T12:09:00+05:30;10.8
current;2019-05-26T12:10:00+05:30;11.8
current;2019-05-26T12:11:00+05:30;11.8
current;2019-05-26T12:12:00+05:30;11.4
current;2019-05-26T12:13:00+05:30;10.8
current;2019-05-26T12:14:00+05:30;10.2
current;2019-05-26T12:15:00+05:30;9.6
current;2019-05-26T12:16:00+05:30;9.6
current;2019-05-26T12:17:00+05:30;10.8
current;2019-05-26T12:18:00+05:30;10.6
current;2019-05-26T12:19:00+05:30;9.8
current;2019-05-26T12:20:00+05:30;11
current;2019-05-26T12:21:00+05:30;12.6
current;2019-05-26T12:22:00+05:30;12.6
current;2019-05-26T12:23:00+05:30;13.4
current;2019-05-26T12:24:00+05:30;12.8
current;2019-05-26T12:25:00+05:30;13.4
current;2019-05-26T12:26:00+05:30;13.2
current;2019-05-26T12:27:00+05:30;12.6
current;2019-05-26T12:28:00+05:30;13.4
current;2019-05-26T12:29:00+05:30;15.2
current;2019-05-26T12:30:00+05:30;13.2
current;2019-05-26T12:31:00+05:30;13.4
current;2019-05-26T12:32:00+05:30;14.4
current;2019-05-26T12:33:00+05:30;13.4
current;2019-05-26T12:34:00+05:30;13.6
current;2019-05-26T12:35:00+05:30;14.4
current;2019-05-26T12:36:00+05:30;14.4
current;2019-05-26T12:37:00+05:30;14.8
current;2019-05-26T12:38:00+05:30;16.6
current;2019-05-26T12:39:00+05:30;16.2
current;2019-05-26T12:40:00+05:30;19
current;2019-05-26T12:41:00+05:30;19
current;2019-05-26T12:42:00+05:30;20.4
current;2019-05-26T12:43:00+05:30;20.2
current;2019-05-26T12:44:00+05:30;20.8
current;2019-05-26T12:45:00+05:30;17.6
current;2019-05-26T12:46:00+05:30;19.4
current;2019-05-26T12:47:00+05:30;19.4
current;2019-05-26T12:48:00+05:30;19.2
current;2019-05-26T12:49:00+05:30;19.2
current;2019-05-26T12:50:00+05:30;22.4
current;2019-05-26T12:51:00+05:30;20.2
current;2019-05-26T12:52:00+05:30;18.4
current;2019-05-26T12:53:00+05:30;17.8
current;2019-05-26T12:54:00+05:30;17.8
current;2019-05-26T12:55:00+05:30;17.6
current;2019-05-26T12:56:00+05:30;19
current;2019-05-26T12:57:00+05:30;20.4
current;2019-05-26T12:58:00+05:30;21.6
current;2019-05-26T12:59:00+05:30;21.6
current;2019-05-26T13:00:00+05:30;20.8
current;2019-05-26T13:01:00+05:30;21.2
current;2019-05-26T13:02:00+05:30;18.8
current;2019-05-26T13:03:00+05:30;17.4
current;2019-05-26T13:04:00+05:30;16.6
current;2019-05-26T13:05:00+05:30;16.4
current;2019-05-26T13:06:00+05:30;15.4
current;2019-05-26T13:07:00+05:30;19.4
current;2019-05-26T13:08:00+05:30;20.8
current;2019-05-26T13:09:00+05:30;22
current;2019-05-26T13:10:00+05:30;21.4
current;2019-05-26T13:11:00+05:30;21.8
current;2019-05-26T13:12:00+05:30;22.8
current;2019-05-26T13:13:00+05:30;23.6
current;2019-05-26T13:14:00+05:30;22.4
current;2019-05-26T13:15:00+05:30;25.2
current;2019-05-26T13:16:00+05:30;27
current;2019-05-26T13:17:00+05:30;23.8
current;2019-05-26T13:18:00+05:30;22.6
current;2019-05-26T13:19:00+05:30;24.6
current;2019-05-26T13:20:00+05:30;23.8
current;2019-05-26T13:21:00+05:30;23.4
current;2019-05-26T13:22:00+05:30;23.6
current;2019-05-26T13:23:00+05:30;25.4
current;2019-05-26T13:24:00+05:30;26.2
current;2019-05-26T13:25:00+05:30;24
current;2019-05-26T13:26:00+05:30;24
current;2019-05-26T13:27:00+05:30;24.8
current;2019-05-26T13:28:00+05:30;22
current;2019-05-26T13:29:00+05:30;24
current;2019-05-26T13:30:00+05:30;26
current;2019-05-26T13:31:00+05:30;28.4
current;2019-05-26T13:32:00+05:30;30.4
current;2019-05-26T13:33:00+05:30;32.4
current;2019-05-26T13:34:00+05:30;30.4
current;2019-05-26T13:35:00+05:30;31
current;2019-05-26T13:36:00+05:30;28.2
current;2019-05-26T13:37:00+05:30;27.8
current;2019-05-26T13:38:00+05:30;27.8
current;2019-05-26T13:39:00+05:30;27.8
current;2019-05-26T13:40:00+05:30;27.2
current;2019-05-26T13:41:00+05:30;26.8
current;2019-05-26T13:42:00+05:30;26.8
current;2019-05-26T13:43:00+05:30;26.4
current;2019-05-26T13:44:00+05:30;26.8
current;2019-05-26T13:45:00+05:30;26.6
current;2019-05-26T13:46:00+05:30;27.6
current;2019-05-26T13:47:00+05:30;26.6
current;2019-05-26T13:48:00+05:30;29.2
current;2019-05-26T13:49:00+05:30;30.2
current;2019-05-26T13:50:00+05:30;31.2
current;2019-05-26T13:51:00+05:30;32.8
current;2019-05-26T13:52:00+05:30;34.6
current;2019-05-26T13:53:00+05:30;31.8
current;2019-05-26T13:54:00+05:30;32.8
current;2019-05-26T13:55:00+05:30;33.8
current;2019-05-26T13:56:00+05:30;30.8
current;2019-05-26T13:57:00+05:30;29
current;2019-05-26T13:58:00+05:30;30.8
current;2019-05-26T13:59:00+05:30;28.8
current;2019-05-26T14:00:00+05:30;28.8
current;2019-05-26T14:01:00+05:30;30.6
current;2019-05-26T14:02:00+05:30;31.8
current;2019-05-26T14:03:00+05:30;32.8
current;2019-05-26T14:04:00+05:30;33.2
current;2019-05-26T14:05:00+05:30;33.6
current;2019-05-26T14:06:00+05:30;33.8
current;2019-05-26T14:07:00+05:30;32.6
current;2019-05-26T14:08:00+05:30;29.4
current;2019-05-26T14:09:00+05:30;29.8
current;2019-05-26T14:10:00+05:30;27.8
current;2019-05-26T14:11:00+05:30;29.8
current;2019-05-26T14:12:00+05:30;33.8
current;2019-05-26T14:13:00+05:30;35.4
current;2019-05-26T14:14:00+05:30;37
current;2019-05-26T14:15:00+05:30;37.4
current;2019-05-26T14:16:00+05:30;38.6
current;2019-05-26T14:17:00+05:30;34.8
current;2019-05-26T14:18:00+05:30;35
current;2019-05-26T14:19:00+05:30;32.6
current;2019-05-26T14:20:00+05:30;33.8
current;2019-05-26T14:21:00+05:30;30.8
current;2019-05-26T14:22:00+05:30;33.8
current;2019-05-26T14:23:00+05:30;34
current;2019-05-26T14:24:00+05:30;36.6
current;2019-05-26T14:25:00+05:30;36.2
current;2019-05-26T14:26:00+05:30;36.2
current;2019-05-26T14:27:00+05:30;34.2
current;2019-05-26T14:28:00+05:30;34.8
current;2019-05-26T14:29:00+05:30;34.6
current;2019-05-26T14:30:00+05:30;34.4
current;2019-05-26T14:31:00+05:30;38
current;2019-05-26T14:32:00+05:30;42.2
current;2019-05-26T14:33:00+05:30;41.6
current;2019-05-26T14:34:00+05:30;41.8
current;2019-05-26T14:35:00+05:30;43.6
current;2019-05-26T14:36:00+05:30;39.6
current;2019-05-26T14:37:00+05:30;34.4
current;2019-05-26T14:38:00+05:30;35.8
current;2019-05-26T14:39:00+05:30;37.4
current;2019-05-26T14:40:00+05:30;38.4
current;2019-05-26T14:41:00+05:30;41.8
current;2019-05-26T14:42:00+05:30;42.8
current;2019-05-26T14:43:00+05:30;44
current;2019-05-26T14:44:00+05:30;39.8
current;2019-05-26T14:45:00+05:30;40.2
current;2019-05-26T14:46:00+05:30;39.8
current;2019-05-26T14:47:00+05:30;40.2
current;2019-05-26T14:48:00+05:30;38.2
current;2019-05-26T14:49:00+05:30;39.8
current;2019-05-26T14:50:00+05:30;40.2
current;2019-05-26T14:51:00+05:30;38.2
current;2019-05-26T14:52:00+05:30;40
current;2019-05-26T14:53:00+05:30;41.4
current;2019-05-26T14:54:00+05:30;43.4
current;2019-05-26T14:55:00+05:30;42
current;2019-05-26T14:56:00+05:30;42.2
current;2019-05-26T14:57:00+05:30;43.4
current;2019-05-26T14:58:00+05:30;45.4
current;2019-05-26T14:59:00+05:30;44.8
current;2019-05-26T15:00:00+05:30;44.4
current;2019-05-26T15:01:00+05:30;45.6
current;2019-05-26T15:02:00+05:30;43.4
current;2019-05-26T15:03:00+05:30;42.8
current;2019-05-26T15:04:00+05:30;42.6
current;2019-05-26T15:05:00+05:30;43.2
current;2019-05-26T15:06:00+05:30;46
current;2019-05-26T15:07:00+05:30;45.4
current;2019-05-26T15:08:00+05:30;43.4
current;2019-05-26T15:09:00+05:30;42.6
current;2019-05-26T15:10:00+05:30;42.6
current;2019-05-26T15:11:00+05:30;39.6
current;2019-05-26T15:12:00+05:30;40.6
current;2019-05-26T15:13:00+05:30;40.6
current;2019-05-26T15:14:00+05:30;41.8
current;2019-05-26T15:15:00+05:30;40.8
current;2019-05-26T15:16:00+05:30;42
current;2019-05-26T15:17:00+05:30;45
current;2019-05-26T15:18:00+05:30;47.4
current;2019-05-26T15:19:00+05:30;46
current;2019-05-26T15:20:00+05:30;46.4
current;2019-05-26T15:21:00+05:30;47.8
current;2019-05-26T15:22:00+05:30;45.4
current;2019-05-26T15:23:00+05:30;44.2
current;2019-05-26T15:24:00+05:30;44.2
current;2019-05-26T15:25:00+05:30;45.8
current;2019-05-26T15:26:00+05:30;47.4
current;2019-05-26T15:27:00+05:30;49.4
current;2019-05-26T15:28:00+05:30;50
current;2019-05-26T15:29:00+05:30;51
current;2019-05-26T15:30:00+05:30;50.6
current;2019-05-26T15:31:00+05:30;48.8
current;2019-05-26T15:32:00+05:30;49.2
current;2019-05-26T15:33:00+05:30;47.6
current;2019-05-26T15:34:00+05:30;47.8
current;2019-05-26T15:35:00+05:30;48.6
current;2019-05-26T15:36:00+05:30;46.8
current;2019-05-26T15:37:00+05:30;44.8
current;2019-05-26T15:38:00+05:30;44.8
current;2019-05-26T15:39:00+05:30;47.6
current;2019-05-26T15:40:00+05:30;44.8
current;2019-05-26T15:41:00+05:30;44
current;2019-05-26T15:42:00+05:30;43.4
current;2019-05-26T15:43:00+05:30;46
current;2019-05-26T15:44:00+05:30;43
current;2019-05-26T15:45:00+05:30;45.4
current;2019-05-26T15:46:00+05:30;49.6
current;2019-05-26T15:47:00+05:30;49.4
current;2019-05-26T15:48:00+05:30;48.4
current;2019-05-26T15:49:00+05:30;49.6
current;2019-05-26T15:50:00+05:30;49.2
current;2019-05-26T15:51:00+05:30;47
current;2019-05-26T15:52:00+05:30;49.6
current;2019-05-26T15:53:00+05:30;51
current;2019-05-26T15:54:00+05:30;49
current;2019-05-26T15:55:00+05:30;50.6
current;2019-05-26T15:56:00+05:30;50
current;2019-05-26T15:57:00+05:30;49.4
current;2019-05-26T15:58:00+05:30;47.4
current;2019-05-26T15:59:00+05:30;48
current;2019-05-26T16:00:00+05:30;45
current;2019-05-26T16:01:00+05:30;45
current;2019-05-26T16:02:00+05:30;43
current;2019-05-26T16:03:00+05:30;44.6
current;2019-05-26T16:04:00+05:30;45.2
current;2019-05-26T16:05:00+05:30;47.2
current;2019-05-26T16:06:00+05:30;47
current;2019-05-26T16:07:00+05:30;48
current;2019-05-26T16:08:00+05:30;47.6
current;2019-05-26T16:09:00+05:30;46.8
current;2019-05-26T16:10:00+05:30;47.4
current;2019-05-26T16:11:00+05:30;50.8
current;2019-05-26T16:12:00+05:30;53.2
current;2019-05-26T16:13:00+05:30;54.2
current;2019-05-26T16:14:00+05:30;54.4
current;2019-05-26T16:15:00+05:30;56.4
current;2019-05-26T16:16:00+05:30;54.6
current;2019-05-26T16:17:00+05:30;55.8
current;2019-05-26T16:18:00+05:30;54.2
current;2019-05-26T16:19:00+05:30;55.4
current;2019-05-26T16:20:00+05:30;54
current;2019-05-26T16:21:00+05:30;52.2
current;2019-05-26T16:22:00+05:30;50.4
current;2019-05-26T16:23:00+05:30;52
current;2019-05-26T16:24:00+05:30;55
current;2019-05-26T16:25:00+05:30;53.6
current;2019-05-26T16:26:00+05:30;56
current;2019-05-26T16:27:00+05:30;55.8
current;2019-05-26T16:28:00+05:30;56
current;2019-05-26T16:29:00+05:30;54.4
current;2019-05-26T16:30:00+05:30;53.6
current;2019-05-26T16:31:00+05:30;52.2
current;2019-05-26T16:32:00+05:30;50.8
current;2019-05-26T16:33:00+05:30;48.2
current;2019-05-26T16:34:00+05:30;48.6
current;2019-05-26T16:35:00+05:30;50.8
current;2019-05-26T16:36:00+05:30;50.2
current;2019-05-26T16:37:00+05:30;49.2
current;2019-05-26T16:38:00+05:30;50.4
current;2019-05-26T16:39:00+05:30;48.2
current;2019-05-26T16:40:00+05:30;46.8
current;2019-05-26T16:41:00+05:30;47.4
current;2019-05-26T16:42:00+05:30;48
current;2019-05-26T16:43:00+05:30;48
current;2019-05-26T16:44:00+05:30;49.4
current;2019-05-26T16:45:00+05:30;50.2
current;2019-05-26T16:46:00+05:30;51.6
current;2019-05-26T16:47:00+05:30;51.6
current;2019-05-26T16:48:00+05:30;52.8
current;2019-05-26T16:49:00+05:30;55
current;2019-05-26T16:50:00+05:30;52
current;2019-05-26T16:51:00+05:30;47.6
current;2019-05-26T16:52:00+05:30;49.6
current;2019-05-26T16:53:00+05:30;48.2
current;2019-05-26T16:54:00+05:30;45.4
current;2019-05-26T16:55:00+05:30;46.8
current;2019-05-26T16:56:00+05:30;50.6
current;2019-05-26T16:57:00+05:30;52.4
current;2019-05-26T16:58:00+05:30;52.4
current;2019-05-26T16:59:00+05:30;53.4
current;2019-05-26T17:00:00+05:30;53.6
current;2019-05-26T17:01:00+05:30;52
current;2019-05-26T17:02:00+05:30;47.4
current;2019-05-26T17:03:00+05:30;48.6
current;2019-05-26T17:04:00+05:30;46.6
current;2019-05-26T17:05:00+05:30;46.2
current;2019-05-26T17:06:00+05:30;43.8
current;2019-05-26T17:07:00+05:30;44.6
current;2019-05-26T17:08:00+05:30;40.4
current;2019-05-26T17:09:00+05:30;41.4
current;2019-05-26T17:10:00+05:30;42.2
current;2019-05-26T17:11:00+05:30;45.6
current;2019-05-26T17:12:00+05:30;47
current;2019-05-26T17:13:00+05:30;50.8
current;2019-05-26T17:14:00+05:30;51.2
current;2019-05-26T17:15:00+05:30;49.6
current;2019-05-26T17:16:00+05:30;51.4
current;2019-05-26T17:17:00+05:30;52.4
current;2019-05-26T17:18:00+05:30;51.2
current;2019-05-26T17:19:00+05:30;52.2
current;2019-05-26T17:20:00+05:30;53
current;2019-05-26T17:21:00+05:30;50.4
current;2019-05-26T17:22:00+05:30;48.6
current;2019-05-26T17:23:00+05:30;47.4
current;2019-05-26T17:24:00+05:30;46.4
current;2019-05-26T17:25:00+05:30;46.4
current;2019-05-26T17:26:00+05:30;48.2
current;2019-05-26T17:27:00+05:30;49.2
current;2019-05-26T17:28:00+05:30;52.6
current;2019-05-26T17:29:00+05:30;48.8
current;2019-05-26T17:30:00+05:30;47.2
current;2019-05-26T17:31:00+05:30;45.2
current;2019-05-26T17:32:00+05:30;43.2
current;2019-05-26T17:33:00+05:30;41
current;2019-05-26T17:34:00+05:30;41.6
current;2019-05-26T17:35:00+05:30;45.6
current;2019-05-26T17:36:00+05:30;46.4
current;2019-05-26T17:37:00+05:30;47.8
current;2019-05-26T17:38:00+05:30;49.6
current;2019-05-26T17:39:00+05:30;50.4
current;2019-05-26T17:40:00+05:30;48
current;2019-05-26T17:41:00+05:30;49.8
current;2019-05-26T17:42:00+05:30;48.2
current;2019-05-26T17:43:00+05:30;44.6
current;2019-05-26T17:44:00+05:30;48.8
current;2019-05-26T17:45:00+05:30;49.6
current;2019-05-26T17:46:00+05:30;46.6
current;2019-05-26T17:47:00+05:30;46
current;2019-05-26T17:48:00+05:30;47.4
current;2019-05-26T17:49:00+05:30;44.4
current;2019-05-26T17:50:00+05:30;44
current;2019-05-26T17:51:00+05:30;42.8
current;2019-05-26T17:52:00+05:30;43.4
current;2019-05-26T17:53:00+05:30;46.8
current;2019-05-26T17:54:00+05:30;47
current;2019-05-26T17:55:00+05:30;45.4
current;2019-05-26T17:56:00+05:30;46.4
current;2019-05-26T17:57:00+05:30;49.2
current;2019-05-26T17:58:00+05:30;48.6
current;2019-05-26T17:59:00+05:30;48.6
current;2019-05-26T18:00:00+05:30;49.6
current;2019-05-26T18:01:00+05:30;51.2
current;2019-05-26T18:02:00+05:30;49.2
current;2019-05-26T18:03:00+05:30;47.6
current;2019-05-26T18:04:00+05:30;47.6
current;2019-05-26T18:05:00+05:30;49
current;2019-05-26T18:06:00+05:30;48.8
current;2019-05-26T18:07:00+05:30;47.8
current;2019-05-26T18:08:00+05:30;48.4
current;2019-05-26T18:09:00+05:30;51.8
current;2019-05-26T18:10:00+05:30;50.8
current;2019-05-26T18:11:00+05:30;50.6
current;2019-05-26T18:12:00+05:30;51.8
current;2019-05-26T18:13:00+05:30;51
current;2019-05-26T18:14:00+05:30;47.2
current;2019-05-26T18:15:00+05:30;46.4
current;2019-05-26T18:16:00+05:30;48
current;2019-05-26T18:17:00+05:30;45.4
current;2019-05-26T18:18:00+05:30;45.8
current;2019-05-26T18:19:00+05:30;47.2
current;2019-05-26T18:20:00+05:30;47.8
current;2019-05-26T18:21:00+05:30;48
current;2019-05-26T18:22:00+05:30;55.2
current;2019-05-26T18:23:00+05:30;56
current;2019-05-26T18:24:00+05:30;55
current;2019-05-26T18:25:00+05:30;55.4
current;2019-05-26T18:26:00+05:30;55
current;2019-05-26T18:27:00+05:30;52
current;2019-05-26T18:28:00+05:30;50
current;2019-05-26T18:29:00+05:30;48.8
current;2019-05-26T18:30:00+05:30;49
current;2019-05-26T18:31:00+05:30;46
current;2019-05-26T18:32:00+05:30;42.6
current;2019-05-26T18:33:00+05:30;42.2
current;2019-05-26T18:34:00+05:30;42.6
current;2019-05-26T18:35:00+05:30;40
current;2019-05-26T18:36:00+05:30;42.2
current;2019-05-26T18:37:00+05:30;43.8
current;2019-05-26T18:38:00+05:30;45.4
current;2019-05-26T18:39:00+05:30;48.4
current;2019-05-26T18:40:00+05:30;49.6
current;2019-05-26T18:41:00+05:30;49
current;2019-05-26T18:42:00+05:30;46.8
current;2019-05-26T18:43:00+05:30;45.6
current;2019-05-26T18:44:00+05:30;46.4
current;2019-05-26T18:45:00+05:30;50
current;2019-05-26T18:46:00+05:30;50
current;2019-05-26T18:47:00+05:30;53.4
current;2019-05-26T18:48:00+05:30;55.2
current;2019-05-26T18:49:00+05:30;53.4
current;2019-05-26T18:50:00+05:30;52.2
current;2019-05-26T18:51:00+05:30;55.2
current;2019-05-26T18:52:00+05:30;54.6
current;2019-05-26T18:53:00+05:30;54.6
current;2019-05-26T18:54:00+05:30;56.4
current;2019-05-26T18:55:00+05:30;54.6
current;2019-05-26T18:56:00+05:30;51.6
current;2019-05-26T18:57:00+05:30;55.2
current;2019-05-26T18:58:00+05:30;53.8
current;2019-05-26T18:59:00+05:30;51.6
current;2019-05-26T19:00:00+05:30;51.6
current;2019-05-26T19:01:00+05:30;52
current;2019-05-26T19:02:00+05:30;46.6
current;2019-05-26T19:03:00+05:30;47.8
current;2019-05-26T19:04:00+05:30;46.4
current;2019-05-26T19:05:00+05:30;44.2
current;2019-05-26T19:06:00+05:30;45.6
current;2019-05-26T19:07:00+05:30;46.8
current;2019-05-26T19:08:00+05:30;46.4
current;2019-05-26T19:09:00+05:30;46.6
current;2019-05-26T19:10:00+05:30;48.6
current;2019-05-26T19:11:00+05:30;46.4
current;2019-05-26T19:12:00+05:30;47.2
current;2019-05-26T19:13:00+05:30;47.4
current;2019-05-26T19:14:00+05:30;45.6
current;2019-05-26T19:15:00+05:30;45.2
current;2019-05-26T19:16:00+05:30;45.6
current;2019-05-26T19:17:00+05:30;45.4
current;2019-05-26T19:18:00+05:30;45.4
current;2019-05-26T19:19:00+05:30;48
current;2019-05-26T19:20:00+05:30;49.6
current;2019-05-26T19:21:00+05:30;49.4
current;2019-05-26T19:22:00+05:30;48.6
current;2019-05-26T19:23:00+05:30;47.6
current;2019-05-26T19:24:00+05:30;49.2
current;2019-05-26T19:25:00+05:30;51.4
current;2019-05-26T19:26:00+05:30;51.8
current;2019-05-26T19:27:00+05:30;52
current;2019-05-26T19:28:00+05:30;53.6
current;2019-05-26T19:29:00+05:30;50.6
current;2019-05-26T19:30:00+05:30;46.6
current;2019-05-26T19:31:00+05:30;46.4
current;2019-05-26T19:32:00+05:30;46.2
current;2019-05-26T19:33:00+05:30;45
current;2019-05-26T19:34:00+05:30;46.2
current;2019-05-26T19:35:00+05:30;46.6
current;2019-05-26T19:36:00+05:30;45.4
current;2019-05-26T19:37:00+05:30;44.8
current;2019-05-26T19:38:00+05:30;44.8
current;2019-05-26T19:39:00+05:30;44.8
current;2019-05-26T19:40:00+05:30;45
current;2019-05-26T19:41:00+05:30;46.6
current;2019-05-26T19:42:00+05:30;44.6
current;2019-05-26T19:43:00+05:30;43.2
current;2019-05-26T19:44:00+05:30;41.4
current;2019-05-26T19:45:00+05:30;45.2
current;2019-05-26T19:46:00+05:30;44
current;2019-05-26T19:47:00+05:30;48
current;2019-05-26T19:48:00+05:30;49.8
current;2019-05-26T19:49:00+05:30;50.4
current;2019-05-26T19:50:00+05:30;45.6
current;2019-05-26T19:51:00+05:30;46.2
current;2019-05-26T19:52:00+05:30;44.8
current;2019-05-26T19:53:00+05:30;45.4
current;2019-05-26T19:54:00+05:30;49
current;2019-05-26T19:55:00+05:30;51.6
current;2019-05-26T19:56:00+05:30;52.8
current;2019-05-26T19:57:00+05:30;54.4
current;2019-05-26T19:58:00+05:30;53.2
current;2019-05-26T19:59:00+05:30;48.6
current;2019-05-26T20:00:00+05:30;48.6
current;2019-05-26T20:01:00+05:30;47.8
current;2019-05-26T20:02:00+05:30;48.8
current;2019-05-26T20:03:00+05:30;51.6
current;2019-05-26T20:04:00+05:30;55.8
current;2019-05-26T20:05:00+05:30;56.6
current;2019-05-26T20:06:00+05:30;56.4
current;2019-05-26T20:07:00+05:30;56.8
current;2019-05-26T20:08:00+05:30;53.2
current;2019-05-26T20:09:00+05:30;53.2
current;2019-05-26T20:10:00+05:30;51.6
current;2019-05-26T20:11:00+05:30;54.8
current;2019-05-26T20:12:00+05:30;54
current;2019-05-26T20:13:00+05:30;56.8
current;2019-05-26T20:14:00+05:30;56.8
current;2019-05-26T20:15:00+05:30;57.8
current;2019-05-26T20:16:00+05:30;58.2
current;2019-05-26T20:17:00+05:30;54.4
current;2019-05-26T20:18:00+05:30;56.2
current;2019-05-26T20:19:00+05:30;55
current;2019-05-26T20:20:00+05:30;54.2
current;2019-05-26T20:21:00+05:30;49.2
current;2019-05-26T20:22:00+05:30;51.2
current;2019-05-26T20:23:00+05:30;49
current;2019-05-26T20:24:00+05:30;47.6
current;2019-05-26T20:25:00+05:30;47.8
current;2019-05-26T20:26:00+05:30;51.2
current;2019-05-26T20:27:00+05:30;50.2
current;2019-05-26T20:28:00+05:30;50.4
current;2019-05-26T20:29:00+05:30;54
current;2019-05-26T20:30:00+05:30;53.2
current;2019-05-26T20:31:00+05:30;51.6
current;2019-05-26T20:32:00+05:30;52
current;2019-05-26T20:33:00+05:30;48.8
current;2019-05-26T20:34:00+05:30;44.2
current;2019-05-26T20:35:00+05:30;45.8
current;2019-05-26T20:36:00+05:30;47.4
current;2019-05-26T20:37:00+05:30;48.8
current;2019-05-26T20:38:00+05:30;51.8
current;2019-05-26T20:39:00+05:30;52.4
current;2019-05-26T20:40:00+05:30;52.6
current;2019-05-26T20:41:00+05:30;53
current;2019-05-26T20:42:00+05:30;54.2
current;2019-05-26T20:43:00+05:30;51.8
current;2019-05-26T20:44:00+05:30;51.6
current;2019-05-26T20:45:00+05:30;51
current;2019-05-26T20:46:00+05:30;49.8
current;2019-05-26T20:47:00+05:30;49
current;2019-05-26T20:48:00+05:30;47.4
current;2019-05-26T20:49:00+05:30;47.2
current;2019-05-26T20:50:00+05:30;47.2
current;2019-05-26T20:51:00+05:30;46.6
current;2019-05-26T20:52:00+05:30;46.4
current;2019-05-26T20:53:00+05:30;51
current;2019-05-26T20:54:00+05:30;53.8
current;2019-05-26T20:55:00+05:30;55.2
current;2019-05-26T20:56:00+05:30;54.2
current;2019-05-26T20:57:00+05:30;52.6
current;2019-05-26T20:58:00+05:30;49.6
current;2019-05-26T20:59:00+05:30;49.2
current;2019-05-26T21:00:00+05:30;45.6
current;2019-05-26T21:01:00+05:30;47.4
current;2019-05-26T21:02:00+05:30;48.6
current;2019-05-26T21:03:00+05:30;51.4
current;2019-05-26T21:04:00+05:30;50.8
current;2019-05-26T21:05:00+05:30;52.8
current;2019-05-26T21:06:00+05:30;53.2
current;2019-05-26T21:07:00+05:30;52.8
current;2019-05-26T21:08:00+05:30;53.6
current;2019-05-26T21:09:00+05:30;55.2
current;2019-05-26T21:10:00+05:30;57.2
current;2019-05-26T21:11:00+05:30;56.4
current;2019-05-26T21:12:00+05:30;56.2
current;2019-05-26T21:13:00+05:30;51.2
current;2019-05-26T21:14:00+05:30;49.8
current;2019-05-26T21:15:00+05:30;48.2
current;2019-05-26T21:16:00+05:30;48.2
current;2019-05-26T21:17:00+05:30;45.6
current;2019-05-26T21:18:00+05:30;48.8
current;2019-05-26T21:19:00+05:30;47.6
current;2019-05-26T21:20:00+05:30;47.4
current;2019-05-26T21:21:00+05:30;47.6
current;2019-05-26T21:22:00+05:30;49.4
current;2019-05-26T21:23:00+05:30;50.8
current;2019-05-26T21:24:00+05:30;50
current;2019-05-26T21:25:00+05:30;49.8
current;2019-05-26T21:26:00+05:30;50.2
current;2019-05-26T21:27:00+05:30;50.8
current;2019-05-26T21:28:00+05:30;51.2
current;2019-05-26T21:29:00+05:30;53.2
current;2019-05-26T21:30:00+05:30;54.4
current;2019-05-26T21:31:00+05:30;54.4
current;2019-05-26T21:32:00+05:30;56.2
current;2019-05-26T21:33:00+05:30;53.8
current;2019-05-26T21:34:00+05:30;56.2
current;2019-05-26T21:35:00+05:30;57.8
current;2019-05-26T21:36:00+05:30;57.8
current;2019-05-26T21:37:00+05:30;56.8
current;2019-05-26T21:38:00+05:30;59.8
current;2019-05-26T21:39:00+05:30;56.2
current;2019-05-26T21:40:00+05:30;52.8
current;2019-05-26T21:41:00+05:30;50
current;2019-05-26T21:42:00+05:30;47.2
current;2019-05-26T21:43:00+05:30;43.8
current;2019-05-26T21:44:00+05:30;44.6
current;2019-05-26T21:45:00+05:30;46
current;2019-05-26T21:46:00+05:30;48.2
current;2019-05-26T21:47:00+05:30;48.6
current;2019-05-26T21:48:00+05:30;49.4
current;2019-05-26T21:49:00+05:30;50.2
current;2019-05-26T21:50:00+05:30;50
current;2019-05-26T21:51:00+05:30;50
current;2019-05-26T21:52:00+05:30;52.8
current;2019-05-26T21:53:00+05:30;53.8
current;2019-05-26T21:54:00+05:30;53.8
current;2019-05-26T21:55:00+05:30;53.2
current;2019-05-26T21:56:00+05:30;54.2
current;2019-05-26T21:57:00+05:30;53.6
current;2019-05-26T21:58:00+05:30;53.6
current;2019-05-26T21:59:00+05:30;54.6
current;2019-05-26T22:00:00+05:30;54.6
current;2019-05-26T22:01:00+05:30;52.4
current;2019-05-26T22:02:00+05:30;51.6
current;2019-05-26T22:03:00+05:30;50.2
current;2019-05-26T22:04:00+05:30;49.2
current;2019-05-26T22:05:00+05:30;49.6
current;2019-05-26T22:06:00+05:30;50.2
current;2019-05-26T22:07:00+05:30;53.4
current;2019-05-26T22:08:00+05:30;53.8
